site,kind,ctgr,seq,ctgrId,hpPpnSeq,hpPpnCd,upPpnCd,devKdCd,sbscTypCd2,sbscTypCd3,feeName,feeType,title,feature_vol,feature_limit,feature_supply,price_origin,price_discount,chips,speed_toplist,speed_data_guide,detail_url,list_url
uplusumobile,usim,SPCL,475,003,475,LPZ1001492,NPAY,003,U,E,10%적립 (10GB+/500분),USIM/ESIM,10%적립 (10GB+/500분),10GB,500분,500건,,18500,N포인트적립,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=475&upPpnCd=NPAY&devKdCd=003,
uplusumobile,usim,SPCL,476,003,476,LPZ1001478,NPAY,003,U,E,10%적립 (7GB+/통화기본),USIM/ESIM,10%적립 (7GB+/통화기본),7GB,기본제공,기본제공,,17900,N포인트적립,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=476&upPpnCd=NPAY&devKdCd=003,
uplusumobile,usim,SPCL,477,003,477,LPZ1001501,NPAY,003,U,E,10%적립 (4.5GB+/통화기본),USIM/ESIM,10%적립 (4.5GB+/통화기본),4.5GB,기본제공,기본제공,,15200,N포인트적립,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=477&upPpnCd=NPAY&devKdCd=003,
uplusumobile,usim,SPCL,478,003,478,LPZ1001510,NPAY,003,U,E,10%적립 (1GB+/통화기본),USIM/ESIM,10%적립 (1GB+/통화기본),1GB,기본제공,기본제공,,10300,N포인트적립,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=478&upPpnCd=NPAY&devKdCd=003,
uplusumobile,usim,SPCL,490,003,490,LPZ1000013,USIMS,003,U,E,시니어 (4GB+/통화기본),USIM/ESIM,시니어 (4GB+/통화기본),4GB,기본제공,기본제공,22100,8900,만65세 이상 가입 가능,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=490&upPpnCd=USIMS&devKdCd=003,
uplusumobile,usim,SPCL,489,003,489,LPZ1000014,USIMS,003,U,E,시니어 (2GB+/통화기본),USIM/ESIM,시니어 (2GB+/통화기본),2GB,기본제공,기본제공,19000,6900,만65세 이상 가입 가능,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=489&upPpnCd=USIMS&devKdCd=003,
uplusumobile,usim,SPCL,245,003,245,LPZ0017200,USIMS,003,U,E,시니어 (1GB+/100분),USIM/ESIM,시니어 (1GB+/100분),1GB,100분,100건,9300,3900,만65세 이상 가입 가능,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=245&upPpnCd=USIMS&devKdCd=003,
uplusumobile,usim,SPCL,491,003,491,LPZ1000016,USIMJ,003,U,E,틴에이저 (4.5GB+/통화기본),USIM/ESIM,틴에이저 (4.5GB+/통화기본),4.5GB,기본제공,기본제공,32700,12900,만18세 이하 가입 가능,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=491&upPpnCd=USIMJ&devKdCd=003,
uplusumobile,usim,SPCL,492,003,492,LPZ1000019,USIMJ,003,U,E,틴에이저 (1GB+/통화기본),USIM/ESIM,틴에이저 (1GB+/통화기본),1GB,기본제공,기본제공,25400,8900,만18세 이하 가입 가능,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=492&upPpnCd=USIMJ&devKdCd=003,
uplusumobile,usim,SPCL,493,003,493,LPZ1000021,USIMJ,003,U,E,틴에이저 (1GB+/100분),USIM/ESIM,틴에이저 (1GB+/100분),1GB,100분,100건,17900,6900,만18세 이하 가입 가능,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=493&upPpnCd=USIMJ&devKdCd=003,
uplusumobile,usim,SPCL,253,003,253,LPZ0002680,USIMZ,003,U,E,이십세 스페셜,USIM/ESIM,이십세 스페셜,11GB+일2GB,기본제공,기본제공,49390,33900,20대전용,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=253&upPpnCd=USIMZ&devKdCd=003,
uplusumobile,usim,SPCL,272,003,272,LPZ0017611,USIMZ,003,U,E,이십세 (15GB+/300분),USIM/ESIM,이십세 (15GB+/300분),15GB,300분,300건,55000,27450,20대전용,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=272&upPpnCd=USIMZ&devKdCd=003,
uplusumobile,usim,SPCL,479,003,479,LPZ1001496,USIMZ,003,U,E,이십세 (10GB+/500분),USIM/ESIM,이십세 (10GB+/500분),10GB,500분,500건,30700,17500,20대전용,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=479&upPpnCd=USIMZ&devKdCd=003,
uplusumobile,usim,SPCL,480,003,480,LPZ1001479,USIMZ,003,U,E,이십세 (7GB+/통화기본),USIM/ESIM,이십세 (7GB+/통화기본),7GB,기본제공,기본제공,40000,17300,20대전용,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=480&upPpnCd=USIMZ&devKdCd=003,
uplusumobile,usim,SPCL,481,003,481,LPZ1001505,USIMZ,003,U,E,이십세 (4.5GB+/통화기본),USIM/ESIM,이십세 (4.5GB+/통화기본),4.5GB,기본제공,기본제공,36010,13900,20대전용,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=481&upPpnCd=USIMZ&devKdCd=003,
uplusumobile,usim,SPCL,482,003,482,LPZ1001513,USIMZ,003,U,E,이십세 (1GB+/통화기본),USIM/ESIM,이십세 (1GB+/통화기본),1GB,기본제공,기본제공,25850,9900,20대전용,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=482&upPpnCd=USIMZ&devKdCd=003,
uplusumobile,usim,SPCL,103,003,103,LPZ0016351,UPAD,003,U,E,데이터만 20GB,USIM/ESIM,데이터만 20GB,20GB,미제공,미제공,14300,11880,태블릿전용,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=103&upPpnCd=UPAD&devKdCd=003,
uplusumobile,usim,SPCL,102,003,102,LPZ0016345,UPAD,003,U,E,데이터만 10GB,USIM/ESIM,데이터만 10GB,10GB,미제공,미제공,11000,9900,태블릿전용,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=102&upPpnCd=UPAD&devKdCd=003,
uplusumobile,usim,5G,189,003,189,LPZ0016138,U012,003,U,E,5G 스페셜 프로,USIM/ESIM,5G 스페셜 프로,180GB,기본제공,기본제공,61900,50500,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=189&upPpnCd=U012&devKdCd=003,
uplusumobile,usim,5G,270,003,270,LPZ0017502,U012,003,U,E,5G 스페셜,USIM/ESIM,5G 스페셜,150GB,기본제공,기본제공,58700,47300,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=270&upPpnCd=U012&devKdCd=003,
uplusumobile,usim,5G,431,003,431,LPZ0012197,U022,003,U,E,5G (125GB+/통화기본),USIM/ESIM,5G (125GB+/통화기본),125GB,기본제공,기본제공,54500,42100,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=431&upPpnCd=U022&devKdCd=003,
uplusumobile,usim,5G,430,003,430,LPZ0012201,U022,003,U,E,5G (95GB+/통화기본),USIM/ESIM,5G (95GB+/통화기본),95GB,기본제공,기본제공,53000,40900,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=430&upPpnCd=U022&devKdCd=003,
uplusumobile,usim,5G,429,003,429,LPZ0012204,U022,003,U,E,5G (80GB+/통화기본),USIM/ESIM,5G (80GB+/통화기본),80GB,기본제공,기본제공,52000,39700,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=429&upPpnCd=U022&devKdCd=003,
uplusumobile,usim,5G,428,003,428,LPZ0012208,U022,003,U,E,5G (50GB+/통화기본),USIM/ESIM,5G (50GB+/통화기본),50GB,기본제공,기본제공,50000,37850,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=428&upPpnCd=U022&devKdCd=003,
uplusumobile,usim,5G,416,003,416,LPZ0019749,U011,003,U,E,5G (31GB+/통화기본),USIM/ESIM,5G (31GB+/통화기본),31GB,기본제공,기본제공,48300,36650,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=416&upPpnCd=U011&devKdCd=003,
uplusumobile,usim,5G,533,003,533,LPZ1004465,U011,003,U,E,5G (14GB+/통화기본),USIM/ESIM,5G (14GB+/통화기본),14GB,기본제공,기본제공,42600,33010,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=533&upPpnCd=U011&devKdCd=003,
uplusumobile,usim,5G,280,003,280,LPZ0017721,U011,003,U,E,5G (10GB/통화기본),USIM/ESIM,5G (10GB/통화기본),10GB,기본제공,기본제공,35200,12500,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=280&upPpnCd=U011&devKdCd=003,
uplusumobile,usim,5G,282,003,282,LPZ0017719,U010,003,U,E,5G (5GB/통화기본),USIM/ESIM,5G (5GB/통화기본),5GB,기본제공,기본제공,27700,10900,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=282&upPpnCd=U010&devKdCd=003,
uplusumobile,usim,5G,462,003,462,LPZ1001092,U010,003,U,E,5G (4GB/통화기본),USIM/ESIM,5G (4GB/통화기본),4GB,기본제공,기본제공,25300,8800,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=462&upPpnCd=U010&devKdCd=003,
uplusumobile,usim,5G,463,003,463,LPZ1001094,U010,003,U,E,5G (3GB/통화기본),USIM/ESIM,5G (3GB/통화기본),3GB,기본제공,기본제공,24400,7900,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=463&upPpnCd=U010&devKdCd=003,
uplusumobile,usim,5G,464,003,464,LPZ1001096,U010,003,U,E,5G (2GB/통화기본),USIM/ESIM,5G (2GB/통화기본),2GB,기본제공,기본제공,23800,7300,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=464&upPpnCd=U010&devKdCd=003,
uplusumobile,usim,5G,412,003,412,LPZ0019675,U011,003,U,E,5G (15GB/200분),USIM/ESIM,5G (15GB/200분),15GB,200분,100건,37000,17900,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=412&upPpnCd=U011&devKdCd=003,
uplusumobile,usim,5G,281,003,281,LPZ0017727,U011,003,U,E,5G (10GB/200분),USIM/ESIM,5G (10GB/200분),10GB,200분,100건,30800,11500,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=281&upPpnCd=U011&devKdCd=003,
uplusumobile,usim,5G,283,003,283,LPZ0017728,U010,003,U,E,5G (5GB/200분),USIM/ESIM,5G (5GB/200분),5GB,200분,100건,24200,8900,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=283&upPpnCd=U010&devKdCd=003,
uplusumobile,phone,LTE,319,001,319,LPZ0018384,H012,001,U,E,[휴대폰] LTE 스페셜 프로,PHONE,[휴대폰] LTE 스페셜 프로,일5GB,기본제공,기본제공,,65900,5Mbps,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=319&upPpnCd=H012&devKdCd=001,
uplusumobile,phone,LTE,11,001,11,LPZ0000201,H012,001,U,E,[휴대폰] LTE 스페셜,PHONE,[휴대폰] LTE 스페셜,11GB+일2GB,기본제공,기본제공,60390,49000,3Mbps,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=11&upPpnCd=H012&devKdCd=001,
uplusumobile,phone,LTE,459,001,459,LPZ1000693,H011,001,U,E,[휴대폰] LTE (15GB+/통화기본),PHONE,[휴대폰] LTE (15GB+/통화기본),15GB,기본제공,기본제공,,39900,문자기본제공|+1Mbps|통화무제한,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=459&upPpnCd=H011&devKdCd=001,
uplusumobile,phone,LTE,460,001,460,LPZ1000697,H010,001,U,E,[휴대폰] LTE (10GB+/통화기본),PHONE,[휴대폰] LTE (10GB+/통화기본),10GB,기본제공,기본제공,,36900,문자기본제공|+1Mbps|통화무제한,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=460&upPpnCd=H010&devKdCd=001,
uplusumobile,phone,LTE,360,001,360,LPZ0019031,H017,001,U,E,[휴대폰] LTE (7GB+/통화기본),PHONE,[휴대폰] LTE (7GB+/통화기본),7GB,기본제공,기본제공,39900,33000,+1Mbps,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=360&upPpnCd=H017&devKdCd=001,
uplusumobile,phone,LTE,550,001,550,LPZ1004923,H007,001,U,E,[휴대폰] LTE (4.5GB+/통화기본),PHONE,[휴대폰] LTE (4.5GB+/통화기본),4.5GB,기본제공,기본제공,40000,28900,문자기본제공|+1Mbps|통화무제한,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=550&upPpnCd=H007&devKdCd=001,
uplusumobile,phone,LTE,461,001,461,LPZ1000699,H003,001,U,E,[휴대폰] LTE (1GB+/통화기본),PHONE,[휴대폰] LTE (1GB+/통화기본),1GB,기본제공,기본제공,,24900,문자기본제공|+1Mbps|통화무제한,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=461&upPpnCd=H003&devKdCd=001,
uplusumobile,phone,LTE,112,001,112,LPZ0015024,H011,001,U,E,[휴대폰] LTE (15GB+/100분),PHONE,[휴대폰] LTE (15GB+/100분),15GB,100분,100건,,45900,3Mbps,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=112&upPpnCd=H011&devKdCd=001,
uplusumobile,phone,LTE,257,001,257,LPZ0017368,H010,001,U,E,[휴대폰] LTE (10GB+/200분),PHONE,[휴대폰] LTE (10GB+/200분),10GB,200분,100건,,36900,+1Mbps,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=257&upPpnCd=H010&devKdCd=001,
uplusumobile,phone,LTE,364,001,364,LPZ0019025,H007,001,U,E,[휴대폰] LTE (4.5GB/통화기본),PHONE,[휴대폰] LTE (4.5GB/통화기본),4.5GB,기본제공,기본제공,,32900,통화무제한,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=364&upPpnCd=H007&devKdCd=001,
uplusumobile,phone,LTE,365,001,365,LPZ0019036,H004,001,U,E,[휴대폰] LTE (1.5GB/통화기본),PHONE,[휴대폰] LTE (1.5GB/통화기본),1.5GB,기본제공,기본제공,,25900,통화무제한,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=365&upPpnCd=H004&devKdCd=001,
uplusumobile,phone,LTE,361,001,361,LPZ0019038,H006,001,U,E,[휴대폰] LTE (4GB/200분),PHONE,[휴대폰] LTE (4GB/200분),4GB,200분,100건,,29900,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=361&upPpnCd=H006&devKdCd=001,
uplusumobile,phone,LTE,362,001,362,LPZ0019033,H005,001,U,E,[휴대폰] LTE (2GB/120분),PHONE,[휴대폰] LTE (2GB/120분),2GB,120분,100건,20900,19000,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=362&upPpnCd=H005&devKdCd=001,
uplusumobile,phone,LTE,531,001,531,LPZ1004396,H_DATA0GB,001,U,E,[휴대폰] 데이터차단 (0GB/통화기본),PHONE,[휴대폰] 데이터차단 (0GB/통화기본),미제공,기본제공,기본제공,,24900,디지털 디톡스,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=531&upPpnCd=H_DATA0GB&devKdCd=001,
uplusumobile,phone,5G,303,001,303,LPZ0017819,H016,001,U,E,[휴대폰] 5G 스페셜 프로,PHONE,[휴대폰] 5G 스페셜 프로,180GB,기본제공,기본제공,,74000,10Mbps,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=303&upPpnCd=H016&devKdCd=001,
uplusumobile,phone,5G,288,001,288,LPZ0017822,H016,001,U,E,[휴대폰] 5G 스페셜,PHONE,[휴대폰] 5G 스페셜,150GB,기본제공,기본제공,,69000,5Mbps,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=288&upPpnCd=H016&devKdCd=001,
uplusumobile,phone,5G,440,001,440,LPZ0012200,H024,001,U,E,[휴대폰] 5G (125GB+/통화기본),PHONE,[휴대폰] 5G (125GB+/통화기본),125GB,기본제공,기본제공,,65000,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=440&upPpnCd=H024&devKdCd=001,
uplusumobile,phone,5G,439,001,439,LPZ0012199,H024,001,U,E,[휴대폰] 5G (95GB+/통화기본),PHONE,[휴대폰] 5G (95GB+/통화기본),95GB,기본제공,기본제공,,63000,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=439&upPpnCd=H024&devKdCd=001,
uplusumobile,phone,5G,438,001,438,LPZ0012206,H024,001,U,E,[휴대폰] 5G (80GB+/통화기본),PHONE,[휴대폰] 5G (80GB+/통화기본),80GB,기본제공,기본제공,,61000,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=438&upPpnCd=H024&devKdCd=001,
uplusumobile,phone,5G,437,001,437,LPZ0012205,H024,001,U,E,[휴대폰] 5G (50GB+/통화기본),PHONE,[휴대폰] 5G (50GB+/통화기본),50GB,기본제공,기본제공,,58000,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=437&upPpnCd=H024&devKdCd=001,
uplusumobile,phone,5G,417,001,417,LPZ0019741,H015,001,U,E,[휴대폰] 5G (31GB+/통화기본),PHONE,[휴대폰] 5G (31GB+/통화기본),31GB,기본제공,기본제공,,55000,+1Mbps,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=417&upPpnCd=H015&devKdCd=001,
uplusumobile,phone,5G,534,001,534,LPZ1004466,H015,001,U,E,[휴대폰] 5G (14GB+/통화기본),PHONE,[휴대폰] 5G (14GB+/통화기본),14GB,기본제공,기본제공,,50000,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=534&upPpnCd=H015&devKdCd=001,
uplusumobile,phone,5G,345,001,345,LPZ0018649,H015,001,U,E,[휴대폰] 5G (10GB/3000분),PHONE,[휴대폰] 5G (10GB/3000분),10GB,3000분,1000건,39000,30200,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=345&upPpnCd=H015&devKdCd=001,
uplusumobile,phone,5G,346,001,346,LPZ0018652,H014,001,U,E,[휴대폰] 5G (5GB/3000분),PHONE,[휴대폰] 5G (5GB/3000분),5GB,3000분,1000건,32000,25400,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=346&upPpnCd=H014&devKdCd=001,
uplusumobile,phone,5G,290,001,290,LPZ0017830,H015,001,U,E,[휴대폰] 5G (10GB/200분),PHONE,[휴대폰] 5G (10GB/200분),10GB,200분,100건,34000,28500,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=290&upPpnCd=H015&devKdCd=001,
uplusumobile,phone,5G,291,001,291,LPZ0017834,H014,001,U,E,[휴대폰] 5G (5GB/200분),PHONE,[휴대폰] 5G (5GB/200분),5GB,200분,100건,29000,23500,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=291&upPpnCd=H014&devKdCd=001,
uplusumobile,phone,5G,292,001,292,LPZ0017817,H013,001,U,E,[휴대폰] 5G (2GB/120분),PHONE,[휴대폰] 5G (2GB/120분),2GB,120분,100건,21000,19900,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=292&upPpnCd=H013&devKdCd=001,
uplusumobile,phone,SPCL,548,001,548,LPZ1004786,H_DATAPLUS,001,U,E,[휴대폰] 데이터플러스 (15GB+/통화기본),PHONE,[휴대폰] 데이터플러스 (15GB+/통화기본),(15+10)GB,기본제공,기본제공,50000,40900,BEST|NEW|매월데이터10GB추가,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=548&upPpnCd=H_DATAPLUS&devKdCd=001,
uplusumobile,phone,SPCL,549,001,549,LPZ1004787,H_DATAPLUS,001,U,E,[휴대폰] 데이터플러스 (7GB+/통화기본),PHONE,[휴대폰] 데이터플러스 (7GB+/통화기본),(7+10)GB,기본제공,기본제공,41400,34900,BEST|NEW|매월데이터10GB추가,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=549&upPpnCd=H_DATAPLUS&devKdCd=001,
uplusumobile,phone,SPCL,527,001,527,LPZ1004180,TEENS_LTE,001,U,E,갤럭시틴즈 LTE (10GB+/통화기본),PHONE,갤럭시틴즈 LTE (10GB+/통화기본),10GB,기본제공,기본제공,,36900,틴즈,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=527&upPpnCd=TEENS_LTE&devKdCd=001,
uplusumobile,phone,SPCL,528,001,528,LPZ1004181,TEENS_LTE,001,U,E,갤럭시틴즈 LTE (6GB+/통화기본),PHONE,갤럭시틴즈 LTE (6GB+/통화기본),6GB,기본제공,기본제공,,33000,틴즈,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=528&upPpnCd=TEENS_LTE&devKdCd=001,
uplusumobile,phone,SPCL,529,001,529,LPZ1004182,TEENS_LTE,001,U,E,갤럭시틴즈 LTE (1GB+/통화기본),PHONE,갤럭시틴즈 LTE (1GB+/통화기본),1GB,기본제공,기본제공,,24900,틴즈,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=529&upPpnCd=TEENS_LTE&devKdCd=001,
uplusumobile,phone,SPCL,90,001,90,LPZ0002255,TEEN,001,U,E,[휴대폰] 청소년 (750MB+/통화기본),PHONE,[휴대폰] 청소년 (750MB+/통화기본),750MB,기본제공,기본제공,,32890,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=90&upPpnCd=TEEN&devKdCd=001,
uplusumobile,phone,SPCL,16,001,16,LPZ0001789,H017,001,U,E,[휴대폰] 복지(750MB/160분),PHONE,[휴대폰] 복지(750MB/160분),750MB,160분,200건,,30800,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=16&upPpnCd=H017&devKdCd=001,
uplusumobile,phone,SPCL,120,001,120,LPZ0015032,H017,001,U,E,[휴대폰] 알뜰한(2GB/200분),PHONE,[휴대폰] 알뜰한(2GB/200분),2GB,200분,100건,,29500,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=120&upPpnCd=H017&devKdCd=001,
uplusumobile,phone,SPCL,121,001,121,LPZ0015027,H017,001,U,E,[휴대폰] 알뜰한(1GB/120분),PHONE,[휴대폰] 알뜰한(1GB/120분),1GB,120분,100건,,24500,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=121&upPpnCd=H017&devKdCd=001,
uplusumobile,phone,SPCL,118,001,118,LPZ0015034,H017,001,U,E,[휴대폰] 알뜰한(300MB/90분),PHONE,[휴대폰] 알뜰한(300MB/90분),300MB,90분,100건,,18500,,,,https://www.uplusumobile.com/product/pric/pricDetail?seq=118&upPpnCd=H017&devKdCd=001,
