prodCd,refCode,searchCallPlanType,searchOrderby,url,badges,title,subtitle,data_raw,data_gb,daily_bonus_gb,plus_suffix,qos_text,qos_speed_mbps,voice_raw,voice_type,sms_raw,sms_count,price_base,price_promo,rate_data_won_per_mb,rate_voice_won_per_sec,rate_video_won_per_sec,rate_sms_won_per_msg,rate_lms_won_per_msg,rate_mms_text_won_per_msg,rate_mms_media_won_per_msg,tethering_cap_gb,extra_voice_benefit,benefits,events
PD00000417,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000417,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,LTE 안심 (10GB+/1000분),통화는 넉넉하게 데이터 추가 요금도 걱정없는 안심 요금제,10GB,10.0,,True,소진 시최대 400Kbps무제한!,,1000분,RM,1000건,1000,44000,16200,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000418,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000418,5G|프로모션 할인|통화편의|통화편의|개인정보보호,5G 유심 (24GB+/통화맘껏),5G  휴대폰과 이용해보세요,24GB,24.0,,True,"소진 시,최대 1Mbps무제한!",1.0,기본제공,RS,기본제공,,48400,38500,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000419,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000419,5G|프로모션 할인|추천|통화편의|통화편의|개인정보보호,5G 유심 (11GB+/통화맘껏),5G  휴대폰과 이용해보세요,11GB,11.0,,True,"소진 시,최대 400Kbps무제한!",,기본제공,RS,기본제공,,39600,31900,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000420,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000420,LTE|프로모션 할인|개인정보보호,LTE 유심 (1GB/50분),만원도 안되는 초알뜰 요금제,1GB,1.0,,False,,,50분,RM,50건,50,4400,3300,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000421,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000421,LTE|프로모션 할인|추천|통화편의|통화편의|개인정보보호,LTE 유심 (500MB/60분),만원도 안되는 초알뜰 요금제,500MB,,,False,,,60분,RM,50건,50,3300,1900,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000422,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000422,3G|프로모션 할인|통화편의|통화편의|개인정보보호,5G 태블릿 10GB+,태블릿 전용 유심 요금제,10GB,10.0,,True,소진 시최대  400Kbps무제한!,,0분,RM,0건,0,30800,15400,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000423,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000423,3G|프로모션 할인|통화편의|통화편의|개인정보보호,5G 태블릿 10GB,태블릿 전용 유심 요금제,10GB,10.0,,False,,,0분,RM,0건,0,26400,11000,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000424,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000424,3G|프로모션 할인|통화편의|통화편의|개인정보보호,5G 태블릿 5GB+,태블릿 전용 유심 요금제,5GB,5.0,,True,소진 시최대  400Kbps무제한!,,0분,RM,0건,0,26400,12100,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000425,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000425,3G|프로모션 할인|통화편의|통화편의|개인정보보호,5G 태블릿 5GB,태블릿 전용 유심 요금제,5GB,5.0,,False,,,0분,RM,0건,0,22000,7700,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
PD00000430,USIM,PROD_USIM_TYPE_ALL,4,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000430,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,LTE 유심 (1GB+/통화맘껏),기본제공량 소진 후에도 최대 1Mbps로 쭉~ 안심하고 쓰는 무제한 요금제,1GB,1.0,,True,소진 시최대 1Mbps무제한!,1.0,기본제공,RS,기본제공,,33000,11000,22.5,1.98,3.3,22.0,33.0,33.0,110.0,,,,
