prodCd,refCode,searchCallPlanType,searchOrderby,title,badges,data,voice,sms,price_base,price_promo,url
PC0RB00546,USIM,PROD_USIM_TYPE_ALL,4,LTE 안심차단 (30GB/1000분),LTE|프로모션 할인,30GB,1000분,1000건,47300,30250,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00546
PC0RB00547,USIM,PROD_USIM_TYPE_ALL,4,LTE 안심차단 (20GB/1000분),LTE|프로모션 할인,20GB,1000분,1000건,44000,20900,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00547
PC0RB00548,USIM,PROD_USIM_TYPE_ALL,4,폰케어팩 (10GB+/통화맘껏),LTE|프로모션 할인,10GB,기본제공,기본제공,50600,20000,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00548
PC0RB00549,USIM,PROD_USIM_TYPE_ALL,4,폰케어팩 (100GB+/통화맘껏),LTE|프로모션 할인,100GB,기본제공,기본제공,56100,42000,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00549
PC0RB00550,USIM,PROD_USIM_TYPE_ALL,4,폰케어팩 (7GB+/통화맘껏),LTE|프로모션 할인,7GB,기본제공,기본제공,49500,18000,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00550
PC0RB00551,USIM,PROD_USIM_TYPE_ALL,4,폰케어팩 (11GB+/통화맘껏),LTE|프로모션 할인,11GB,기본제공,기본제공,50160,34100,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00551
PC0RB00552,USIM,PROD_USIM_TYPE_ALL,4,5G 유심 (20GB/1000분),5G|프로모션 할인,20GB,1000분,100건,44000,24900,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00552
PC0RB00553,USIM,PROD_USIM_TYPE_ALL,4,5G 유심 (15GB/1000분),5G|프로모션 할인,15GB,1000분,100건,39600,20900,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00553
PC0RB00554,USIM,PROD_USIM_TYPE_ALL,4,5G 유심 (10GB/200분),5G|프로모션 할인,10GB,200분,100건,30800,11500,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00554
PC0RB00555,USIM,PROD_USIM_TYPE_ALL,4,5G 유심 (6GB/200분),5G|프로모션 할인,6GB,200분,100건,26400,9900,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00555
PC0RB00556,USIM,PROD_USIM_TYPE_ALL,4,5G 유심 (3GB/200분),5G|프로모션 할인,3GB,200분,100건,24200,7500,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00556
PC0RB00557,USIM,PROD_USIM_TYPE_ALL,4,5G 유심 (37GB+/통화맘껏),5G|프로모션 할인,37GB,기본제공,기본제공,50600,40700,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00557
PC0RB00558,USIM,PROD_USIM_TYPE_ALL,4,5G 유심 (8GB+/통화맘껏),5G|프로모션 할인,8GB,기본제공,기본제공,37400,28600,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00558
PC0RB00559,USIM,PROD_USIM_TYPE_ALL,4,5G 유심 (6GB+/통화맘껏),5G|프로모션 할인,6GB,기본제공,기본제공,35200,25300,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00559
PC0RB00560,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (20GB+/1000분),LTE|프로모션 할인,20GB,1000분,100건,48400,24750,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00560
PC0RB00561,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (15GB+/1000분),LTE|프로모션 할인,15GB,1000분,100건,44000,21400,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00561
PC0RB00562,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (10GB+/1000분),LTE|프로모션 할인,10GB,1000분,100건,39600,18900,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00562
PC0RB00563,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (8GB+/1000분),LTE|프로모션 할인,8GB,1000분,100건,37400,16900,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00563
PC0RB00564,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (6GB+/1000분),LTE|프로모션 할인,6GB,1000분,100건,35200,15400,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PC0RB00564
PD00000121,USIM,PROD_USIM_TYPE_ALL,4,USIM 표준,3G|통화편의|통화편의|개인정보보호,0MB,0분,0건,,5390,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000121
PD00000174,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (11GB+/통화맘껏),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,11GB,기본제공,기본제공,49060,34100,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000174
PD00000284,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (1GB/100분),LTE|프로모션 할인|추천|통화편의|통화편의|개인정보보호,1GB,100분,100건,14300,3900,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000284
PD00000285,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (3GB/100분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,3GB,100분,100건,22000,4900,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000285
PD00000287,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (5GB/100분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,5GB,100분,100건,27500,7900,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000287
PD00000290,USIM,PROD_USIM_TYPE_ALL,4,wavve 유심 (11GB+/통화맘껏),LTE|프로모션 할인|추천|통화편의|통화편의|개인정보보호,11GB,기본제공,기본제공,56100,40480,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000290
PD00000291,USIM,PROD_USIM_TYPE_ALL,4,wavve 유심 5GB,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,5GB,100분,100건,30800,19800,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000291
PD00000292,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (15GB+/100분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,15GB,100분,100건,47300,25300,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000292
PD00000296,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (100GB+/통화맘껏),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,100GB,기본제공,기본제공,55000,42000,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000296
PD00000308,USIM,PROD_USIM_TYPE_ALL,4,번개유심 (11GB+/통화맘껏),LTE|프로모션 할인|개인정보보호,11GB,기본제공,기본제공,49500,34100,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000308
PD00000312,USIM,PROD_USIM_TYPE_ALL,4,번개 유심 15GB+,LTE|프로모션 할인|통화편의|통화편의|개인정보보호,15GB,100분,100건,47300,25300,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000312
PD00000316,USIM,PROD_USIM_TYPE_ALL,4,5G 유심 (200GB+/통화맘껏),5G|프로모션 할인|통화편의|통화편의|개인정보보호,200GB,기본제공,기본제공,66000,49500,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000316
PD00000317,USIM,PROD_USIM_TYPE_ALL,4,5G 유심 (15GB+/통화맘껏),5G|프로모션 할인|통화편의|통화편의|개인정보보호,15GB,기본제공,기본제공,44000,35200,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000317
PD00000318,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (2GB/2000분),LTE|프로모션 할인|추천|통화편의|통화편의|개인정보보호,2GB,2000분,2000건,27500,6600,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000318
PD00000319,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (4GB/2000분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,4GB,2000분,2000건,33000,7700,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000319
PD00000320,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (6GB/2000분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,6GB,2000분,2000건,38500,9900,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000320
PD00000324,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (1GB/200분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,1GB,200분,100건,17600,4510,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000324
PD00000325,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (3GB/200분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,3GB,200분,100건,24200,6900,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000325
PD00000329,USIM,PROD_USIM_TYPE_ALL,4,번개 유심 (2GB/2000분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,2GB,2000분,2000건,27500,6600,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000329
PD00000330,USIM,PROD_USIM_TYPE_ALL,4,번개 유심 (4GB/2000분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,4GB,2000분,2000건,33000,7700,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000330
PD00000331,USIM,PROD_USIM_TYPE_ALL,4,번개 유심 (6GB/2000분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,6GB,2000분,2000건,38500,9900,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000331
PD00000341,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (500MB/100분),LTE|프로모션 할인|추천|개인정보보호,500MB,100분,100건,9900,2900,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000341
PD00000347,USIM,PROD_USIM_TYPE_ALL,4,10% 포인트 (6GB/200분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,6GB,200분,100건,33550,11770,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000347
PD00000348,USIM,PROD_USIM_TYPE_ALL,4,10% 포인트 (4GB/200분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,4GB,200분,100건,28600,11220,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000348
PD00000349,USIM,PROD_USIM_TYPE_ALL,4,10% 포인트 (2GB/200분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,2GB,200분,100건,21450,7590,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000349
PD00000350,USIM,PROD_USIM_TYPE_ALL,4,10% 포인트 (15GB+/100분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,15GB,100분,100건,49500,27500,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000350
PD00000351,USIM,PROD_USIM_TYPE_ALL,4,10% 포인트 (11GB+/통화맘껏),LTE|프로모션 할인|개인정보보호,11GB,기본제공,기본제공,52800,37400,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000351
PD00000352,USIM,PROD_USIM_TYPE_ALL,4,취향저격 편의생활 (15GB+/100분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,15GB,100분,100건,49500,28600,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000352
PD00000353,USIM,PROD_USIM_TYPE_ALL,4,취향저격 편의생활 (11GB+/통화맘껏),LTE|프로모션 할인|개인정보보호,11GB,기본제공,기본제공,51480,39000,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000353
PD00000354,USIM,PROD_USIM_TYPE_ALL,4,취향저격 카페타임 (15GB+/100분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,15GB,100분,100건,49500,28600,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000354
PD00000355,USIM,PROD_USIM_TYPE_ALL,4,취향저격 카페타임 (11GB+/통화맘껏),LTE|프로모션 할인|개인정보보호,11GB,기본제공,기본제공,51480,39000,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000355
PD00000356,USIM,PROD_USIM_TYPE_ALL,4,취향저격 베이커리 (15GB+/100분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,15GB,100분,100건,49500,28600,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000356
PD00000357,USIM,PROD_USIM_TYPE_ALL,4,취향저격 베이커리 (11GB+/통화맘껏),LTE|프로모션 할인|개인정보보호,11GB,기본제공,기본제공,51480,39000,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000357
PD00000358,USIM,PROD_USIM_TYPE_ALL,4,취향저격 딜리버리 (15GB+/100분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,15GB,100분,100건,49500,28600,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000358
PD00000359,USIM,PROD_USIM_TYPE_ALL,4,취향저격 딜리버리 (11GB+/통화맘껏),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,11GB,기본제공,기본제공,51480,39000,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000359
PD00000369,USIM,PROD_USIM_TYPE_ALL,4,취향저격 아슈크림 (11GB+/통화맘껏),LTE|프로모션 할인|개인정보보호,11GB,기본제공,기본제공,51480,39000,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000369
PD00000370,USIM,PROD_USIM_TYPE_ALL,4,취향저격 아슈크림 (15GB+/100분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,15GB,100분,100건,49500,28600,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000370
PD00000375,USIM,PROD_USIM_TYPE_ALL,4,5G 유심 (9GB/1000분),5G|프로모션 할인|통화편의|통화편의|개인정보보호,9GB,1000분,100건,37400,12650,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000375
PD00000376,USIM,PROD_USIM_TYPE_ALL,4,5G 유심 (7GB/1000분),5G|프로모션 할인|통화편의|통화편의|개인정보보호,7GB,1000분,100건,33000,11440,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000376
PD00000377,USIM,PROD_USIM_TYPE_ALL,4,5G 유심 (5GB/1000분),5G|프로모션 할인|통화편의|통화편의|개인정보보호,5GB,1000분,100건,28600,10670,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000377
PD00000378,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (7GB+/통화맘껏),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,7GB,기본제공,기본제공,48400,18000,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000378
PD00000379,USIM,PROD_USIM_TYPE_ALL,4,10% 포인트 (7GB+/통화맘껏),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,7GB,기본제공,기본제공,50090,19800,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000379
PD00000381,USIM,PROD_USIM_TYPE_ALL,4,번개 유심 (7GB+/통화맘껏),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,7GB,기본제공,기본제공,48400,18000,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000381
PD00000382,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (3GB+/200분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,3GB,200분,100건,36300,13860,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000382
PD00000386,USIM,PROD_USIM_TYPE_ALL,4,10% 포인트 (3GB+/200분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,3GB,200분,100건,37510,15180,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000386
PD00000387,USIM,PROD_USIM_TYPE_ALL,4,10% 포인트 (5GB+/200분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,5GB,200분,100건,41030,17600,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000387
PD00000390,USIM,PROD_USIM_TYPE_ALL,4,번개 유심 (3GB+/200분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,3GB,200분,100건,36300,13860,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000390
PD00000391,USIM,PROD_USIM_TYPE_ALL,4,번개 유심 (5GB+/200분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,5GB,200분,100건,39600,16060,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000391
PD00000398,USIM,PROD_USIM_TYPE_ALL,4,5G 유심 (110GB+/통화맘껏),5G|프로모션 할인|추천|통화편의|통화편의|개인정보보호,110GB,기본제공,기본제공,59400,45100,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000398
PD00000399,USIM,PROD_USIM_TYPE_ALL,4,취향저격 올리브영 (11GB+/통화맘껏),LTE|프로모션 할인|개인정보보호,11GB,기본제공,기본제공,51480,39000,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000399
PD00000400,USIM,PROD_USIM_TYPE_ALL,4,취향저격 올리브영 (15GB+/100분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,15GB,100분,100건,49500,28600,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000400
PD00000401,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (10GB/2000분),LTE|프로모션 할인|추천|통화편의|통화편의|개인정보보호,10GB,2000분,2000건,41800,13000,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000401
PD00000402,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (10GB/100분),LTE|프로모션 할인|추천|통화편의|통화편의|개인정보보호,10GB,100분,100건,33000,10200,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000402
PD00000403,USIM,PROD_USIM_TYPE_ALL,4,10% 포인트 (10GB/2000분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,10GB,2000분,2000건,43340,14190,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000403
PD00000405,USIM,PROD_USIM_TYPE_ALL,4,번개 유심 (10GB/2000분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,10GB,2000분,2000건,41800,13000,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000405
PD00000408,USIM,PROD_USIM_TYPE_ALL,4,5G 유심 (1GB/500분),5G|프로모션 할인|추천|통화편의|통화편의|개인정보보호,1GB,500분,100건,22220,6600,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000408
PD00000413,USIM,PROD_USIM_TYPE_ALL,4,LTE 복지 유심 (5GB/100분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,5GB,100분,100건,22000,8800,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000413
PD00000415,USIM,PROD_USIM_TYPE_ALL,4,LTE 안심 (5GB+/1000분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,5GB,1000분,1000건,33000,11660,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000415
PD00000416,USIM,PROD_USIM_TYPE_ALL,4,LTE 안심 (2GB+/1000분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,2GB,1000분,1000건,27500,10120,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000416
PD00000417,USIM,PROD_USIM_TYPE_ALL,4,LTE 안심 (10GB+/1000분),LTE|프로모션 할인|통화편의|통화편의|개인정보보호,10GB,1000분,1000건,44000,16200,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000417
PD00000418,USIM,PROD_USIM_TYPE_ALL,4,5G 유심 (24GB+/통화맘껏),5G|프로모션 할인|통화편의|통화편의|개인정보보호,24GB,기본제공,기본제공,48400,38500,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000418
PD00000419,USIM,PROD_USIM_TYPE_ALL,4,5G 유심 (11GB+/통화맘껏),5G|프로모션 할인|추천|통화편의|통화편의|개인정보보호,11GB,기본제공,기본제공,39600,31900,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000419
PD00000420,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (1GB/50분),LTE|프로모션 할인|개인정보보호,1GB,50분,50건,4400,3300,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000420
PD00000421,USIM,PROD_USIM_TYPE_ALL,4,LTE 유심 (500MB/60분),LTE|프로모션 할인|추천|통화편의|통화편의|개인정보보호,500MB,60분,50건,3300,1900,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000421
PD00000422,USIM,PROD_USIM_TYPE_ALL,4,5G 태블릿 10GB+,3G|프로모션 할인|통화편의|통화편의|개인정보보호,10GB,0분,0건,30800,15400,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000422
PD00000423,USIM,PROD_USIM_TYPE_ALL,4,5G 태블릿 10GB,3G|프로모션 할인|통화편의|통화편의|개인정보보호,10GB,0분,0건,26400,11000,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000423
PD00000424,USIM,PROD_USIM_TYPE_ALL,4,5G 태블릿 5GB+,3G|프로모션 할인|통화편의|통화편의|개인정보보호,5GB,0분,0건,26400,12100,https://www.sk7mobile.com/prod/data/callingPlanView.do?refCode=USIM&searchCallPlanType=PROD_USIM_TYPE_ALL&prodCd=PD00000424
